id,ean,name,type,food_type,brand,product_origin,supplier,top_category,top_category_id,category_path,size,unit_of_measure,increment_by,min_order,max_order,price,currency,formatted_price,min_buying_value,stock_status,stock_qty,is_available,availability_max,seller,seller_type,shipping,is_marketplace,is_express,is_bulk,is_scalable,is_fbc,preorder,has_promo
49834,6161100912830,Tropical Heat Spices Pilau Masala Whol100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",100g,pieces,1,1,10,285,KES,KES285.00,285.00,lowStock,4,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32190,6161100913899,Tropical Heat Spices Oregano Leaves 20G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",20g,pieces,1,1,4,80,KES,KES80.00,80.00,inStock,,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,True
32063,6161100911482,Tropical Heat Spices Chilli Flakes 75G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",75g,pieces,1,1,10,145,KES,KES145.00,145.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,True
32048,6161100911307,Tropical Heat Spices Cardamoms Ground 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,490,KES,KES490.00,490.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32114,6161100913080,Tropical Heat  Turmeric Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1,1,10,95,KES,KES95.00,95.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32054,6161100911406,Tropical Heat Spices Cayenne Pepper 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,190,KES,KES190.00,190.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
141528,6161101141994,Naturalli Himalayan Pink Fine Salt 150Gms,FOOD,DRY,NATURALLI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",150g,pieces,1,1,10,99,KES,KES99.00,99.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,True
210961,6161115173837,Royco Pilau Masala Spice 100g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,3,309,KES,KES309.00,309.00,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32040,6161100911192,Tropical Heat  Black Pepper Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1,1,10,195,KES,KES195.00,195.00,lowStock,8,True,8,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32095,6161100912380,Tropical Heat  Ginger Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1,1,10,115,KES,KES115.00,115.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32084,6161100912014,Tropical Heat Cumin Spice 45g,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1,1,10,130,KES,KES130.00,130.00,lowStock,1,True,1,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
210956,6161115173844,Royco Curry Powder 100g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,3,170,KES,KES170.00,170.00,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
210945,6161115173752,Royco Wet and Dry Spice 50g,FOOD,DRY,ROYCO,South Africa,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1,1,10,130,KES,KES130.00,130.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,True
32202,6161100914193,Tropical Heat Spices Thyme Leaves 20G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",20g,pieces,1,1,4,75,KES,KES75.00,75.00,inStock,,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32066,6161100911598,Tropical Heat  Cinnamon Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1,1,10,95,KES,KES95.00,95.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,True
32142,6161100912526,Tropical Heat Spices Mixed Spices 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",100g,pieces,1,1,10,240,KES,KES240.00,240.00,lowStock,8,True,8,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
237066,6161100915817,Tropical Heat Spices Mixed Spices Wet & Dry Fry 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,200,KES,KES200.00,200.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
66605,6161100140042,Simba Mbili Curry Powder 500g,FOOD,DRY,SIMBA MBILI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",500g,pieces,1,1,24,540,KES,KES540.00,540.00,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
66603,6161100140028,Simba Mbili Curry Powder 100g,FOOD,DRY,SIMBA MBILI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,24,200,KES,KES200.00,200.00,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32155,6161100913011,Tropical Heat  Tea Masala 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",45G,pieces,1,1,10,145,KES,KES145.00,145.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32132,6161100912175,Tropical Heat Spices Dhana Jeera 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,200,KES,KES200.00,200.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32187,6161100913837,Tropical Heat Spices Mixed Herbs 20G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",20g,pieces,1,1,4,90,KES,KES90.00,90.00,inStock,,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
237064,6161100915800,Tropical Heat Spices Biryani Masala 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,280,KES,KES280.00,280.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
141527,6161101142014,Naturalli Himalayan Pink Fine Salt 300Gms,FOOD,DRY,NATURALLI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",300g,pieces,1,1,10,199,KES,KES199.00,199.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
210944,6161115173691,Royco Garlic Ground Spice 50g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1,1,10,129,KES,KES129.00,129.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
210959,6161115173868,Royco Wet and Dry Fry Spice 100g,FOOD,DRY,ROYCO,South Africa,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,3,245,KES,KES245.00,245.00,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,True
201033,6162005206512,Top Food Whole Spice Sesame Black Seeds 150g,FOOD,DRY,TOP FOOD,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",150g,pieces,1,1,10,260,KES,KES260.00,260.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
237065,6161100915824,Tropical Heat Spices Chilli Lemon Seasoning 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,150,KES,KES150.00,150.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
210952,6161115173783,Royco Black Pepper  Ground Spice 90g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Black Pepper",90g,pieces,1,1,3,350,KES,KES350.00,350.00,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
201034,6162005201487,Top Food Whole Spice Star Anise Seeds 50g,FOOD,DRY,TOP FOOD,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1,1,10,310,KES,KES310.00,310.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
82023,8694587114049,Kent Boringer Beef Bouillon Cubes 10g x Pack of 6,FOOD,DRY,KENT,Turkey,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Seasoning",10g x Pack of 6,pieces,1,1,24,140,KES,KES140.00,140.00,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32233,6161100915442,Tropical Heat Premium Grinder Sea Salt 100g,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",100g,pieces,1,1,10,260,KES,KES260.00,260.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
122070,5060167090011,BOWES HILL PIQUILLO PEPPERS390G,FOOD,DRY,REGENCY,United Kingdom,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",390g,pieces,1,1,10,951,KES,KES951.00,951.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
210957,6161115173806,Royco Garlic Ground Spice 100g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,3,264,KES,KES264.00,264.00,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32141,6161100912519,Tropical Heat  Mixed Spices 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",45G,pieces,1,1,10,120,KES,KES120.00,120.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
82024,8694587114018,Kent Boringer Vegetable Bouillon Cube 60g x 6 Pieces,FOOD,DRY,KENT,Turkey,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Seasoning",60g x 6 Pieces,pieces,1,1,24,195,KES,KES195.00,195.00,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
1077,6161101521284,Orley's Whole Cumin Seed 50g,FOOD,DRY,ORLEY'S,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1,1,24,125,KES,KES125.00,125.00,lowStock,9,True,9,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
82027,8694587126240,Kent Boringer Chicken Stock Powder 1kg,FOOD,DRY,KENT,Turkey,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Seasoning",1kg,pieces,1,1,10,1350,KES,KES1350.00,1350.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32164,6161100911734,Tropical Heat Spices Citric Acid Salt 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,110,KES,KES110.00,110.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
243064,6161100916883,Tropical Heat Tandoori Masala 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",100g,pieces,1,1,10,200,KES,KES200.00,200.00,lowStock,9,True,9,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
27588,6164000276385,Winnie's Pure Health Iodine Sea Salt 500g,FOOD,DRY,WINNIE'S PURE HEALTH,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",500g,pieces,1,1,10,180,KES,KES180.00,180.00,lowStock,3,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
48335,6161113000289,Zanzibar Grounded Cardamom Spices 100g,FOOD,DRY,ZANZIBAR,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,24,445,KES,KES445.00,445.00,lowStock,3,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
237067,6161100915879,Tropical Heat Spices Pasta Seasoning 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,240,KES,KES240.00,240.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
185068,6161100914575,Tropical Heat Spices Peri Peri 100G,FOOD,DRY,TROPICAL HEAT,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,235,KES,KES235.00,235.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
161669,8858960303332,Desiam Thai Red Curry Paste 200g,FOOD,DRY,DE SIAM,Thailand,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Seasoning",200g,pieces,1,1,10,877,KES,KES877.00,877.00,lowStock,2,True,2,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
202503,6161105849575,Top Food Ground Cardamom Spice 100g,FOOD,DRY,TOP FOOD,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,560,KES,KES560.00,560.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
243060,6161100917910,Tropical Heat Barbeque Seasoning 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",100g,pieces,1,1,10,200,KES,KES200.00,200.00,lowStock,7,True,7,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
218077,6162005201005,Top Food Turmeric Powder Jar 50G,FOOD,DRY,TOP FOOD,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",50g,pieces,1,1,10,85,KES,KES85.00,85.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32178,6161100913660,Tropical Heat Spices Bay Leaves 5G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",5g,pieces,1,1,4,40,KES,KES40.00,40.00,inStock,,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
210955,6161115173790,Royco Ginger Ground Spice 100g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,184,KES,KES184.00,184.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
199133,6164001525710,Mulsons Cardamom Seeds 100G,FOOD,DRY,Mulsons,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,440,KES,KES440.00,440.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
244591,2000002445913,Tropical Heat Paprika+ Mix Spices Wet & Dry 100G,FOOD,DRY,TROPICAL HEAT,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",,pieces,1,1,10,395,KES,KES395.00,395.00,inStock,,True,100,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
201375,8694587137345,Kent Boringer Vegetable Stock Powder 1Kg,FOOD,DRY,KENT,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Seasoning",,pieces,1,1,10,1350,KES,KES1350.00,1350.00,lowStock,6,True,6,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
210948,6161115173721,Royco Pilau Masala Spice 50g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1,1,10,160,KES,KES160.00,160.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32104,6161100912632,Tropical Heat  Nutmeg Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1,1,10,215,KES,KES215.00,215.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
35736,6161104212882,KOL Pure Ground Cumin 50g,FOOD,DRY,KOL,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1,1,10,158,KES,KES158.00,158.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
66641,6161100140820,Simba Mbili Mustard Powder 100G,FOOD,DRY,SIMBA MBILI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100G,pieces,1,1,10,170,KES,KES170.00,170.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
21995,6161103323985,Kamili's Top Chef Table Salt 1kg,FOOD,DRY,KAMILI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",1kg,pieces,1,1,10,122,KES,KES122.00,122.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,True
210943,6161115173738,Royco Curry Powder 50g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1,1,10,100,KES,KES100.00,100.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
99717,95849400203,Shalimar Chillies Powder 100g,FOOD,DRY,SHALIMAR'S,United States,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,24,220,KES,KES220.00,220.00,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32105,6161100912649,Tropical Heat Spices Nutmeg Ground 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,430,KES,KES430.00,430.00,lowStock,3,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
93492,4901515331794,KIKKOMAN TERIYAKI MARINADE 250ML,FOOD,DRY,KIKKOMAN,Netherlands,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Seasoning",250ml,pieces,1,1,10,995,KES,KES995.00,995.00,lowStock,4,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32072,6161100911758,Tropical Heat Spices Cloves Ground 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1,1,10,470,KES,KES470.00,470.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
156815,6161115174384,Royco Mchuzi Mix Chicken 170g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",170g,pieces,1,1,10,99,KES,KES99.00,99.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
153315,6161104353813,Nature's Own Ground Spices Tandoori Masala 250g,FOOD,DRY,NATURES,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",250g,pieces,1,1,10,615,KES,KES615.00,615.00,lowStock,8,True,8,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
243065,6161100916890,Tropical Heat Biryani Masala 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",45g,pieces,1,1,10,140,KES,KES140.00,140.00,lowStock,6,True,6,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
64717,6161100913585,Tropical Heat Spices Githeri Masala 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",100g,pieces,1,1,10,125,KES,KES125.00,125.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32078,6161100911840,Tropical Heat  Coriander Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1,1,10,80,KES,KES80.00,80.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
243059,6161100917965,Tropical Heat Barbeque Seasoning 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",45g,pieces,1,1,10,100,KES,KES100.00,100.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32234,6161100915435,Tropical Heat Spices Fireball Grinder 100Ml,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100ml,pieces,1,1,10,300,KES,KES300.00,300.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
82018,8694587133880,Kent Boringer Chicken Bouillon Cubes 4g x 25 Pieces,FOOD,DRY,KENT,Turkey,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Seasoning",4g x 25 Pieces,pieces,1,1,24,165,KES,KES165.00,165.00,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
48117,6164002704091,Sileo Natural Fine Salt 500g,FOOD,DRY,SILEO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",500g,pieces,1,1,10,243,KES,KES243.00,243.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
171220,648436100064,Paldo Fun And Yum Hot And Spicy Ramen Jumbo Bowl Noodle 110g,FOOD,DRY,PALDO,United States,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",110g,pieces,1,1,10,420,KES,KES420.00,420.00,lowStock,5,True,5,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
32235,6161100915459,Tropical Heat Mixed Spices Whole Grinde100Ml,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Gourmet Spices & Condiments",100ml,pieces,1,1,10,300,KES,KES300.00,300.00,lowStock,6,True,6,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
153306,6161104352854,Nature's Own Fennel Seeds 40g,FOOD,DRY,NATURES,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",40g,pieces,1,1,10,167,KES,KES167.00,167.00,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
66602,6161100140011,Simba Mbili Curry Powder 50g,FOOD,DRY,SIMBA MBILI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1,1,24,135,KES,KES135.00,135.00,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False
