id,ean,name,type,food_type,brand,product_origin,supplier,top_category,top_category_id,category_path,size,unit_of_measure,increment_by,min_order,max_order,price,currency,formatted_price,min_buying_value,stock_status,stock_qty,is_available,availability_max,seller,seller_type,shipping,is_marketplace,is_express,is_bulk,is_scalable,is_fbc,preorder,has_promo,sku,standard_sku,standard_sku_2,sku_qty,sku_unit,flag_missing_sku,flag_zero_or_negative,flag_size_outlier,flag_iqr_outlier,unit_price,lier,flag_unit_price_outlier,flag_any_out,unit_price_index,department,category,subcategory,category_median_unit_price_x,category_price_index,category_median_unit_price_y,category_median_unit_price,product_price_segment,category_premium_ceiling,price_gap_to_premium,flag_money_on_table,uplift_factor,should_be_price_index,should_be_unit_price,should_be_price,price_uplift_potential
49834,6161100912830,Tropical Heat Spices Pilau Masala Whol100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",100g,pieces,1.0,1.0,10,285,KES,KES285.00,285.0,lowStock,4.0,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,2.85,False,,False,183.8709677419355,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,123.91304347826089,2.3,2.3,Premium,608.6956521739131,484.78260869565224,False,0.0,123.91304347826089,2.85,285.0,0.0
32190,6161100913899,Tropical Heat Spices Oregano Leaves 20G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",20g,pieces,1.0,1.0,4,80,KES,KES80.00,80.0,inStock,,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,True,20G,20G,20G,20.0,G,False,False,False,False,4.0,False,,False,258.06451612903226,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,173.91304347826087,2.3,2.3,Premium,608.6956521739131,434.78260869565224,False,0.0,173.91304347826087,4.0,80.0,0.0
32063,6161100911482,Tropical Heat Spices Chilli Flakes 75G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",75g,pieces,1.0,1.0,10,145,KES,KES145.00,145.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,True,75G,75G,75G,75.0,G,False,False,False,False,1.9333333333333333,False,,False,124.73118279569893,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,84.05797101449276,2.3,2.3,Value,608.6956521739131,524.6376811594204,True,0.4,293.91304347826093,6.760000000000001,507.00000000000006,362.00000000000006
32048,6161100911307,Tropical Heat Spices Cardamoms Ground 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,10,490,KES,KES490.00,490.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,4.9,False,,False,316.12903225806457,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,213.0434782608696,2.3,2.3,Premium,608.6956521739131,395.6521739130435,False,0.0,213.0434782608696,4.9,490.00000000000006,5.684341886080802e-14
32114,6161100913080,Tropical Heat  Turmeric Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1.0,1.0,10,95,KES,KES95.00,95.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,45G,45G,45G,45.0,G,False,False,False,False,2.111111111111111,False,,False,136.20071684587813,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,91.78743961352657,2.3,2.3,Value,608.6956521739131,516.9082125603866,True,0.4,298.55072463768124,6.866666666666669,309.0000000000001,214.0000000000001
32054,6161100911406,Tropical Heat Spices Cayenne Pepper 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,10,190,KES,KES190.00,190.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,1.9,False,,False,122.5806451612903,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,82.6086956521739,2.3,2.3,Value,608.6956521739131,526.0869565217392,True,0.4,293.0434782608696,6.740000000000001,674.0000000000001,484.0000000000001
141528,6161101141994,Naturalli Himalayan Pink Fine Salt 150Gms,FOOD,DRY,NATURALLI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",150g,pieces,1.0,1.0,10,99,KES,KES99.00,99.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,True,,150G,150G,150.0,G,False,False,False,False,0.66,False,,False,42.58064516129033,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,28.695652173913043,2.3,2.3,Value,608.6956521739131,580.0000000000001,True,0.4,260.6956521739131,5.996000000000002,899.4000000000003,800.4000000000003
210961,6161115173837,Royco Pilau Masala Spice 100g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,3,309,KES,KES309.00,309.0,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,3.09,False,,False,199.3548387096774,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,134.34782608695653,2.3,2.3,Premium,608.6956521739131,474.3478260869566,False,0.0,134.34782608695653,3.09,309.0,0.0
32040,6161100911192,Tropical Heat  Black Pepper Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1.0,1.0,10,195,KES,KES195.00,195.0,lowStock,8.0,True,8,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,45G,45G,45G,45.0,G,False,False,False,False,4.333333333333333,False,,False,279.5698924731183,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,188.40579710144928,2.3,2.3,Premium,608.6956521739131,420.28985507246387,False,0.0,188.40579710144928,4.333333333333333,195.0,0.0
32095,6161100912380,Tropical Heat  Ginger Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1.0,1.0,10,115,KES,KES115.00,115.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,45G,45G,45G,45.0,G,False,False,False,False,2.5555555555555554,False,,False,164.87455197132616,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,111.11111111111111,2.3,2.3,Upper-Mainstream,608.6956521739131,497.58454106280203,True,0.8,509.1787439613528,11.711111111111112,527.0,412.0
32084,6161100912014,Tropical Heat Cumin Spice 45g,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1.0,1.0,10,130,KES,KES130.00,130.0,lowStock,1.0,True,1,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,45G,45G,45G,45.0,G,False,False,False,False,2.888888888888889,False,,False,186.37992831541217,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,125.60386473429952,2.3,2.3,Premium,608.6956521739131,483.0917874396136,False,0.0,125.60386473429952,2.888888888888889,130.0,0.0
210956,6161115173844,Royco Curry Powder 100g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,3,170,KES,KES170.00,170.0,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,1.7,False,,False,109.6774193548387,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,73.91304347826087,2.3,2.3,Value,608.6956521739131,534.7826086956522,True,0.4,287.82608695652175,6.62,662.0,492.0
210945,6161115173752,Royco Wet and Dry Spice 50g,FOOD,DRY,ROYCO,South Africa,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1.0,1.0,10,130,KES,KES130.00,130.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,True,50G,50G,50G,50.0,G,False,False,False,False,2.6,False,,False,167.74193548387098,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,113.04347826086958,2.3,2.3,Upper-Mainstream,608.6956521739131,495.65217391304355,True,0.8,509.56521739130443,11.72,586.0,456.0
32202,6161100914193,Tropical Heat Spices Thyme Leaves 20G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",20g,pieces,1.0,1.0,4,75,KES,KES75.00,75.0,inStock,,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,20G,20G,20G,20.0,G,False,False,False,False,3.75,False,,False,241.93548387096774,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,163.0434782608696,2.3,2.3,Premium,608.6956521739131,445.6521739130435,False,0.0,163.0434782608696,3.75,75.0,0.0
32066,6161100911598,Tropical Heat  Cinnamon Ground 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",45G,pieces,1.0,1.0,10,95,KES,KES95.00,95.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,True,45G,45G,45G,45.0,G,False,False,False,False,2.111111111111111,False,,False,136.20071684587813,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,91.78743961352657,2.3,2.3,Value,608.6956521739131,516.9082125603866,True,0.4,298.55072463768124,6.866666666666669,309.0000000000001,214.0000000000001
32142,6161100912526,Tropical Heat Spices Mixed Spices 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",100g,pieces,1.0,1.0,10,240,KES,KES240.00,240.0,lowStock,8.0,True,8,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,2.4,False,,False,154.83870967741936,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,104.34782608695652,2.3,2.3,Mainstream,608.6956521739131,504.3478260869566,True,0.6,406.95652173913044,9.360000000000001,936.0000000000001,696.0000000000001
237066,6161100915817,Tropical Heat Spices Mixed Spices Wet & Dry Fry 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,10,200,KES,KES200.00,200.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,2.0,False,,False,129.03225806451613,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,86.95652173913044,2.3,2.3,Value,608.6956521739131,521.7391304347827,True,0.4,295.65217391304355,6.800000000000002,680.0000000000001,480.0000000000001
66605,6161100140042,Simba Mbili Curry Powder 500g,FOOD,DRY,SIMBA MBILI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",500g,pieces,1.0,1.0,24,540,KES,KES540.00,540.0,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,500G,500G,500G,500.0,G,False,False,False,False,1.08,False,,False,69.6774193548387,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,46.956521739130444,2.3,2.3,Value,608.6956521739131,561.7391304347826,True,0.4,271.6521739130435,6.248,3124.0,2584.0
66603,6161100140028,Simba Mbili Curry Powder 100g,FOOD,DRY,SIMBA MBILI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,24,200,KES,KES200.00,200.0,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,2.0,False,,False,129.03225806451613,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,86.95652173913044,2.3,2.3,Value,608.6956521739131,521.7391304347827,True,0.4,295.65217391304355,6.800000000000002,680.0000000000001,480.0000000000001
32155,6161100913011,Tropical Heat  Tea Masala 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",45G,pieces,1.0,1.0,10,145,KES,KES145.00,145.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,45G,45G,45G,45.0,G,False,False,False,False,3.2222222222222223,False,,False,207.88530465949822,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,140.09661835748796,2.3,2.3,Premium,608.6956521739131,468.59903381642516,False,0.0,140.09661835748796,3.2222222222222223,145.0,0.0
32132,6161100912175,Tropical Heat Spices Dhana Jeera 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,10,200,KES,KES200.00,200.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,2.0,False,,False,129.03225806451613,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,86.95652173913044,2.3,2.3,Value,608.6956521739131,521.7391304347827,True,0.4,295.65217391304355,6.800000000000002,680.0000000000001,480.0000000000001
32187,6161100913837,Tropical Heat Spices Mixed Herbs 20G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",20g,pieces,1.0,1.0,4,90,KES,KES90.00,90.0,inStock,,True,4,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,20G,20G,20G,20.0,G,False,False,False,False,4.5,False,,False,290.3225806451613,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,195.6521739130435,2.3,2.3,Premium,608.6956521739131,413.0434782608696,False,0.0,195.6521739130435,4.5,90.0,0.0
237064,6161100915800,Tropical Heat Spices Biryani Masala 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,10,280,KES,KES280.00,280.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,2.8,False,,False,180.64516129032256,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,121.73913043478262,2.3,2.3,Premium,608.6956521739131,486.9565217391305,False,0.0,121.73913043478262,2.8,280.0,0.0
141527,6161101142014,Naturalli Himalayan Pink Fine Salt 300Gms,FOOD,DRY,NATURALLI,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",300g,pieces,1.0,1.0,10,199,KES,KES199.00,199.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,,300G,300G,300.0,G,False,False,False,False,0.6633333333333333,False,,False,42.79569892473118,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,28.84057971014493,2.3,2.3,Value,608.6956521739131,579.8550724637682,True,0.4,260.78260869565224,5.998000000000002,1799.4000000000005,1600.4000000000005
210944,6161115173691,Royco Garlic Ground Spice 50g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1.0,1.0,10,129,KES,KES129.00,129.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,50G,50G,50G,50.0,G,False,False,False,False,2.58,False,,False,166.45161290322582,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,112.17391304347828,2.3,2.3,Upper-Mainstream,608.6956521739131,496.52173913043487,True,0.8,509.39130434782624,11.716000000000003,585.8000000000002,456.8000000000002
210959,6161115173868,Royco Wet and Dry Fry Spice 100g,FOOD,DRY,ROYCO,South Africa,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,3,245,KES,KES245.00,245.0,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,True,100G,100G,100G,100.0,G,False,False,False,False,2.45,False,,False,158.06451612903228,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,106.5217391304348,2.3,2.3,Upper-Mainstream,608.6956521739131,502.1739130434783,True,0.8,508.2608695652175,11.690000000000001,1169.0000000000002,924.0000000000002
201033,6162005206512,Top Food Whole Spice Sesame Black Seeds 150g,FOOD,DRY,TOP FOOD,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",150g,pieces,1.0,1.0,10,260,KES,KES260.00,260.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,150G,150G,150G,150.0,G,False,False,False,False,1.7333333333333334,False,,False,111.82795698924733,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,75.36231884057972,2.3,2.3,Value,608.6956521739131,533.3333333333334,True,0.4,288.6956521739131,6.6400000000000015,996.0000000000002,736.0000000000002
237065,6161100915824,Tropical Heat Spices Chilli Lemon Seasoning 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,10,150,KES,KES150.00,150.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,1.5,False,,False,96.77419354838709,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,65.21739130434783,2.3,2.3,Value,608.6956521739131,543.4782608695652,True,0.4,282.60869565217394,6.500000000000001,650.0000000000001,500.0000000000001
210952,6161115173783,Royco Black Pepper  Ground Spice 90g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Black Pepper",90g,pieces,1.0,1.0,3,350,KES,KES350.00,350.0,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,90G,90G,90G,90.0,G,False,False,False,False,3.888888888888889,False,,False,250.89605734767022,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,169.08212560386474,2.3,2.3,Premium,608.6956521739131,439.6135265700484,False,0.0,169.08212560386474,3.888888888888889,350.0,0.0
201034,6162005201487,Top Food Whole Spice Star Anise Seeds 50g,FOOD,DRY,TOP FOOD,,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1.0,1.0,10,310,KES,KES310.00,310.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,50G,50G,50G,50.0,G,False,False,False,False,6.2,False,,False,400.0,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,269.5652173913044,2.3,2.3,Premium,608.6956521739131,339.13043478260875,False,0.0,269.5652173913044,6.2,310.0,0.0
82023,8694587114049,Kent Boringer Beef Bouillon Cubes 10g x Pack of 6,FOOD,DRY,KENT,Turkey,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Seasoning",10g x Pack of 6,pieces,1.0,1.0,24,140,KES,KES140.00,140.0,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,,60G,10G,10.0,G,False,False,False,False,14.0,False,,False,903.2258064516128,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,608.6956521739131,2.3,2.3,Premium,608.6956521739131,0.0,False,0.0,608.6956521739131,14.0,140.0,0.0
32233,6161100915442,Tropical Heat Premium Grinder Sea Salt 100g,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",100g,pieces,1.0,1.0,10,260,KES,KES260.00,260.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,2.6,False,,False,167.74193548387098,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,113.04347826086958,2.3,2.3,Upper-Mainstream,608.6956521739131,495.65217391304355,True,0.8,509.56521739130443,11.72,1172.0,912.0
122070,5060167090011,BOWES HILL PIQUILLO PEPPERS390G,FOOD,DRY,REGENCY,United Kingdom,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",390g,pieces,1.0,1.0,10,951,KES,KES951.00,951.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,390G,390G,390G,390.0,G,False,False,False,False,2.4384615384615387,False,,False,157.32009925558316,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,106.02006688963212,2.3,2.3,Upper-Mainstream,608.6956521739131,502.675585284281,True,0.8,508.16053511705695,11.68769230769231,4558.200000000001,3607.2000000000007
210957,6161115173806,Royco Garlic Ground Spice 100g,FOOD,DRY,ROYCO,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,3,264,KES,KES264.00,264.0,inStock,,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,2.64,False,,False,170.3225806451613,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,114.78260869565217,2.3,2.3,Upper-Mainstream,608.6956521739131,493.91304347826093,True,0.8,509.91304347826093,11.728000000000003,1172.8000000000004,908.8000000000004
32141,6161100912519,Tropical Heat  Mixed Spices 45G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",45G,pieces,1.0,1.0,10,120,KES,KES120.00,120.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,45G,45G,45G,45.0,G,False,False,False,False,2.6666666666666665,False,,False,172.04301075268816,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,115.94202898550725,2.3,2.3,Upper-Mainstream,608.6956521739131,492.75362318840587,True,0.8,510.144927536232,11.733333333333334,528.0,408.0
82024,8694587114018,Kent Boringer Vegetable Bouillon Cube 60g x 6 Pieces,FOOD,DRY,KENT,Turkey,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Seasoning",60g x 6 Pieces,pieces,1.0,1.0,24,195,KES,KES195.00,195.0,inStock,,True,24,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,,360G,360G,360.0,G,False,False,False,False,0.5416666666666666,False,,False,34.946236559139784,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,23.55072463768116,2.3,2.3,Value,608.6956521739131,585.144927536232,True,0.4,257.608695652174,5.925000000000002,2133.0000000000005,1938.0000000000005
1077,6161101521284,Orley's Whole Cumin Seed 50g,FOOD,DRY,ORLEY'S,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",50g,pieces,1.0,1.0,24,125,KES,KES125.00,125.0,lowStock,9.0,True,9,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,50G,50G,50G,50.0,G,False,False,False,False,2.5,False,,False,161.29032258064515,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,108.69565217391306,2.3,2.3,Upper-Mainstream,608.6956521739131,500.00000000000006,True,0.8,508.6956521739131,11.7,585.0,460.0
32164,6161100911734,Tropical Heat Spices Citric Acid Salt 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Spices",100g,pieces,1.0,1.0,10,110,KES,KES110.00,110.0,inStock,,True,10,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,1.1,False,,False,70.96774193548387,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,47.82608695652175,2.3,2.3,Value,608.6956521739131,560.8695652173914,True,0.4,272.1739130434783,6.26,626.0,516.0
243064,6161100916883,Tropical Heat Tandoori Masala 100G,FOOD,DRY,TROPICAL HEAT,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Masala and Mix",100g,pieces,1.0,1.0,10,200,KES,KES200.00,200.0,lowStock,9.0,True,9,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,100G,100G,100G,100.0,G,False,False,False,False,2.0,False,,False,129.03225806451613,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,86.95652173913044,2.3,2.3,Value,608.6956521739131,521.7391304347827,True,0.4,295.65217391304355,6.800000000000002,680.0000000000001,480.0000000000001
27588,6164000276385,Winnie's Pure Health Iodine Sea Salt 500g,FOOD,DRY,WINNIE'S PURE HEALTH,Kenya,Carrefour,Food Cupboard,FKEN1700000,"Food Cupboard/Cooking Ingredients/Herbs, Spices & Seasoning/Salt",500g,pieces,1.0,1.0,10,180,KES,KES180.00,180.0,lowStock,3.0,True,3,Carrefour,main,SLOTTED,False,False,False,False,False,False,False,500G,500G,500G,500.0,G,False,False,False,False,0.36,False,,False,23.2258064516129,Food Cupboard,Cooking Ingredients,"Herbs, Spices & Seasoning",2.3,15.65217391304348,2.3,2.3,Value,608.6956521739131,593.0434782608696,True,0.4,252.86956521739134,5.816,2908.0,2728.0
